plz,name,lat,long,ev_count,population,area
58099,Hagen,51.37133519,7.53261950409,4,26761,16.296843
44534,Lünen,51.6314934273,7.51267420753,3,29426,21.123661
51645,Gummersbach,50.9989729573,7.56183918288,4,18692,27.014341
26489,Ochtersum,53.6102778485,7.52541360016,0,928,10.625546
44267,Dortmund,51.4579490964,7.52426319952,1,15519,10.954175
66851,"Mittelbrunn, Queidersbach u.a.",49.3973795092,7.49640381,0,9534,61.452192
55566,Sobernheim,49.7805490905,7.62330184717,7,8468,83.182826
52531,Übach-Palenberg,50.9268852653,6.10426703799,3,24238,26.126702
47626,Kevelaer-Winnekendonk,51.5936190016,6.31517817659,0,4200,25.408388
41748,Viersen,51.2466575165,6.40643589665,2,17713,22.717167
47804,Krefeld,51.3129003096,6.52359304768,4,18063,13.907906
47829,Krefeld,51.3699253244,6.64128889365,0,23211,14.237136
54533,"Bettenfeld, Niederöfflingen u.a.",50.0534041738,6.71425485118,5,4806,117.431153
66763,Dillingen/Saar,49.3660120769,6.73228898116,7,20259,21.821532
46045,Oberhausen,51.4670366982,6.85933332244,6,28290,3.961001
50767,Köln,51.0028292786,6.8853573964,1,16821,5.882485
54426,Malborn,49.7674851769,7.02571986821,0,4599,98.066363
53518,"Adenau, Kottenborn u.a.",50.3800206489,6.94413500969,5,4706,58.842124
66128,Saarbrücken,49.2290488579,6.9152420597,1,6295,8.527151
50677,Köln,50.9214860552,6.95048094656,3,12923,1.063562
45147,Essen,51.4396607191,6.98399279962,13,23350,2.62508
42489,Wülfrath,51.2913878424,7.03583542666,3,21204,32.592109
45897,Gelsenkirchen,51.5659188083,7.07287261005,3,20107,9.078502
51375,Leverkusen,51.031563663,7.05802657756,0,25396,10.441008
54411,"Deuselbach, Hermeskeil, Rorodt",49.657258842,6.9472897871,8,6144,38.54887
67678,Mehlingen,49.4887896826,7.84754016216,0,3785,17.852482
56424,"Mogendorf, Ebernhahn, Staudt u.a.",50.4906112758,7.74937514198,1,4919,15.37706
67727,Lohnsfeld,49.5471186675,7.84854817406,0,935,6.87009
79110,Freiburg im Breisgau,48.019882229,7.81051644532,5,22057,6.150854
49632,Essen (Oldenburg),52.7265922455,7.96247558165,3,8314,98.102227
56368,Katzenelnbogen,50.2703577811,7.95476077386,0,4207,32.29837
79713,Bad Säckingen,47.5681040201,7.95656651646,7,16221,25.391377
67808,"Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.",49.7392165098,7.92962984295,0,4513,58.815783
79868,Feldberg,47.8648725037,8.06750575944,3,1745,25.133608
67316,Carlsberg,49.4902037584,8.03243874894,0,3466,15.713977
55237,Flonheim,49.7872787069,8.04658568106,0,4092,24.087408
65558,Burgschwalbach,50.3945366259,8.00784565608,1,10182,76.560467
79263,Simonswald,48.0875195476,8.08867228736,1,2999,71.875784
79874,Breitnau,47.9397590364,8.08697000393,2,1647,40.352047
76872,Steinweiler,49.0925385284,8.13745008229,0,6960,41.293822
59302,Oelde,51.8182119714,8.1668408858,12,29029,102.703949
42653,Solingen,51.2017443037,7.08175360777,5,17986,11.666973
56823,Büchel,50.1800839137,7.08333753335,0,1144,12.695418
53474,Bad Neuenahr-Ahrweiler,50.5296751668,7.12512246982,5,26862,63.482931
53115,Bonn,50.7233508885,7.08954526484,4,17643,3.592451
56858,Peterswald-Löffelscheid u.a.,50.068606037,7.27413860105,1,5048,100.050397
56745,Bell,50.3971502477,7.1716294318,1,5150,35.760995
45529,Hattingen,51.3693308667,7.16259137038,2,16883,37.492656
42929,Wermelskirchen,51.1118317587,7.21794559818,8,35018,74.768952
44791,Bochum,51.49006103,7.25106288088,5,15551,7.660354
42899,Remscheid,51.2089697534,7.23447635144,2,14330,10.210385
55483,Dickenschied u.a.,49.8713629135,7.44609196267,0,3874,61.391192
26624,Südbrookmerland,53.4724916189,7.33338157181,2,18637,96.031431
59425,Unna,51.5533827819,7.69804881495,4,23281,22.128734
79540,Lörrach,47.6012655019,7.6693436595,2,14224,4.628819
57539,Fürthen,50.7498189017,7.65933655219,0,6341,17.527104
56271,Kleinmaischeid,50.4990462794,7.5986119858,0,3834,30.711712
49599,Voltlage,52.4379661655,7.73904560101,2,1801,42.408071
49545,Tecklenburg,52.2232280437,7.80612777288,5,8917,70.416993
56244,"Freilingen, Freirachdorf u.a.",50.6148613829,7.77209217142,1,12836,97.5002
57644,Hattert,50.6520227731,7.76078544493,0,2140,15.162896
67655,Kaiserslautern,49.4405585228,7.76678546071,8,21646,2.948754
67824,Feilbingert,49.7775626575,7.78973530234,0,1635,10.017502
48499,Salzbergen,52.3202590736,7.35273893568,5,7578,53.444756
26810,Westoverledingen,53.1479735876,7.44445131748,2,19845,112.000712
48329,Havixbeck,51.9743367497,7.44290968496,2,11568,53.239803
66894,Bechhofen,49.351381676,7.46385596572,1,6644,57.399203
44227,Dortmund,51.4656134176,7.42157902565,5,17922,19.055495
88147,Achberg,47.6223698241,9.71398197831,0,1683,12.896111
73326,Deggingen,48.6075987258,9.72081605012,2,5283,22.70278
25482,Appen,53.6522754151,9.73716360085,0,4914,20.390455
97980,Bad Mergentheim,49.4546667426,9.77371518501,15,22061,130.038772
36132,Eiterfeld,50.7648178821,9.81468459677,5,7274,89.403239
73333,Gingen an der Fils,48.6574631905,9.77560757987,0,4380,9.987655
30175,Hannover,52.3797186402,9.76663066603,7,6569,3.134878
88454,Hochdorf,48.0251399634,9.79200574879,0,2114,23.778664
30625,Hannover,52.3765401703,9.80133256123,14,17576,8.863372
97270,"Kist, Irtenberger Wald",49.7332883486,9.82275179604,0,2472,14.216469
97250,Erlabrunn,49.8585193506,9.84034143795,1,1680,4.012271
25451,Quickborn,53.7335122634,9.90382299743,10,19730,42.729787
97256,Geroldshausen,49.6816347364,9.88830689176,0,1268,10.440429
29313,Hambühren,52.621845223,9.94167380465,5,10075,56.817496
22609,Hamburg,53.557971354,9.84981238837,9,11700,5.72247
31195,Lamspringe,51.9738193722,9.99825892273,1,5876,70.492464
97705,Burkardroth,50.2807084454,9.97221121276,1,7721,80.317565
36208,Wildeck,50.9539820599,9.9819273906,0,5034,37.851585
88167,Röthenbach (Allgäu),47.6252985562,10.0085477141,5,7772,102.1753
89195,Staig,48.3007969217,9.98568340159,3,3098,17.546658
73457,Essingen,48.7933720081,10.0215918167,0,6347,55.553899
20354,Hamburg,53.5587650568,9.99411644357,11,2273,1.285965
97288,Theilheim,49.7595777964,10.0331107686,0,2374,9.681774
89165,Dietenheim,48.2237869668,10.0512768492,1,6565,18.758712
97708,Bad Bocklet,50.2733678051,10.0692834444,1,4486,37.846133
22089,Hamburg,53.5678767874,10.0479947022,7,19734,1.775989
97241,"Bergtheim, Oberpleichfeld",49.8980095091,10.0867444815,1,4581,35.207672
37191,Katlenburg-Lindau,51.6650688207,10.0974073376,2,7340,71.679984
97252,Frickenhausen,49.6791351962,10.1020939073,0,1287,10.432442
22043,Hamburg,53.569210499,10.104855809,7,20460,5.424448
87544,Blaichach,47.5024675553,10.1858423565,1,5700,50.135264
23866,Nahe,53.7968652659,10.1314860257,1,2354,11.250854
99830,Treffurt/Ifta,51.1088879943,10.2109616112,0,6550,72.951569
97509,Kolitzheim,49.9300563176,10.2528920751,2,5409,59.106853
38277,Heere,52.0565356989,10.2380636537,0,1203,14.74262
89347,Bubesheim,48.4268524319,10.2477688289,0,1441,7.77393
87743,Egg an der Günz,48.08858708,10.2725914623,0,1159,20.719188
99826,Mihla,51.0789033278,10.3445586234,0,3283,55.345771
37412,"Herzberg, Elbingerode, Hörden",51.7001542179,10.4776969856,3,15006,95.906117
97453,Schonungen,50.0773174085,10.3488453927,6,7727,80.887028
97633,Sulzfeld,50.3115900368,10.444054335,5,9067,160.775202
91602,Dürrwangen,49.10270139,10.3792392277,0,2567,23.022704
22952,Lütjensee,53.6525726927,10.3717348405,0,3298,13.93553
21335,Lüneburg,53.2183616956,10.3867639579,16,24371,21.043916
29581,Gerdau,52.9635498641,10.4228022494,0,1524,36.876382
91477,Markt Bibart,49.6995055107,10.3622781734,2,1854,30.00191
97497,Dingolshausen,49.910437908,10.3977636336,1,1290,10.213684
87757,Kirchheim in Schwaben,48.1815823318,10.4618948452,0,2547,31.949817
21365,Adendorf,53.2864400321,10.4547087074,3,10126,16.086176
23619,Zarpen,53.8778543173,10.5239472115,2,5647,56.652569
38642,Goslar,51.9258073606,10.4384377313,0,16844,6.756291
98530,"Suhl, Marisfeld, Rohr u.a.",50.5749360972,10.5687523465,1,3138,62.586772
89368,Winterbach,48.4659570533,10.4988554099,0,795,14.840224
99713,Ebeleben,51.304798628,10.6677618575,1,7166,188.855927
29392,Wesendorf,52.587166918,10.5362392833,0,5009,31.392461
38124,Braunschweig,52.2138007466,10.5248685807,3,20630,15.846476
64521,Groß-Gerau,49.9108991982,8.47697404584,6,23766,54.234548
64569,Nauheim,49.9514026977,8.46851269061,3,9830,13.659968
76227,Karlsruhe,48.9926433511,8.47444295376,9,29194,18.493114
76676,Graben-Neudorf,49.1550008423,8.47937806756,0,11556,28.704927
33142,Büren,51.5550300986,8.58448998088,10,21749,170.860601
35088,Battenberg,51.0203546571,8.60394438485,0,5480,60.396014
65929,Frankfurt am Main,50.0998393152,8.53474536203,5,28053,13.419829
27580,Bremerhaven,53.5892844363,8.56383114629,2,12452,11.851736
32051,Herford,52.1070347312,8.6157346568,6,17891,28.948108
35452,Heuchelheim,50.5877904483,8.61822281117,1,7260,10.520414
60528,Frankfurt am Main,50.0688726995,8.64050283772,4,22825,18.261739
61239,Ober-Mörlen,50.3618378174,8.66831460507,4,5762,37.550322
63225,Langen,49.9922467403,8.66165906513,6,34924,29.053253
35440,Linden,50.5324270057,8.66844903378,3,12095,22.783583
32052,Herford,52.0893677372,8.6601794427,7,20781,19.013089
64291,Darmstadt,49.9274023808,8.67371562506,4,22655,32.723173
64686,Lautertal (Odenwald),49.7164264177,8.70954682417,2,7155,30.616082
78532,Tuttlingen,47.9775344944,8.80925039354,9,33252,90.365038
32479,Hille,52.3320565668,8.76971047603,1,16106,102.862483
75175,Pforzheim,48.8844815713,8.72358241322,5,18837,8.852514
60385,Frankfurt am Main,50.1247894857,8.71378748965,2,33049,2.584952
72369,Zimmern unter der Burg,48.2208616136,8.72167347704,0,474,5.04327
35460,Staufenberg,50.6627333841,8.76366047619,1,8117,28.237529
35423,Lich,50.5105172261,8.83040483049,6,13117,76.567184
63322,Rödermark,49.9736108603,8.80674535773,4,26272,30.151794
35091,Cölbe,50.8747651597,8.81827874966,2,6738,27.123327
35085,Ebsdorfergrund,50.7301799292,8.83924541748,2,8883,71.613039
75233,Tiefenbronn,48.8158403586,8.8105816085,2,5077,14.772716
64839,Münster,49.9268251218,8.84516613203,6,14023,20.805201
32469,Petershagen,52.3999185054,8.99689762974,4,26248,211.814554
63477,Maintal,50.1534540611,8.83554140898,13,35827,32.304296
25920,"Risum-Lindholm, Stedesand",54.7493738197,8.86721160038,1,4510,49.979086
71297,Mönsheim,48.8584224191,8.86820213869,2,2644,16.783452
74927,Eschelbronn,49.3189030643,8.86247328861,2,2559,8.225305
78337,Öhningen,47.6785287581,8.90233411527,1,3509,28.15724
72362,Nusplingen,48.1252278717,8.90650362314,2,1840,20.728833
64756,Mossautal,49.6446594067,8.91582480006,0,2579,48.467281
78359,Orsingen-Nenzingen,47.8398495757,8.93365321477,1,3195,22.233266
34474,Diemelstadt,51.4747756566,8.99501758378,3,5395,82.686124
25792,Neuenkirchen,54.2386087222,8.99858878963,0,1149,29.900411
74858,Aglasterhausen,49.362540882,8.99266947414,0,4836,22.789051
25926,Ladelund,54.845587599,9.02636118396,0,2234,71.495743
34549,Edertal,51.1634524083,9.07549691088,5,6570,115.73703
72458,Albstadt,48.1986061781,9.0271089656,6,18191,36.61463
69437,Neckargerach,49.3985513226,9.06951262698,0,2346,15.270111
63741,Aschaffenburg,49.9803769138,9.11704621909,9,25076,26.545192
70565,Stuttgart,48.7163494267,9.12384207059,9,20257,7.769651
74081,Heilbronn,49.112857299,9.18433132607,1,17665,15.028257
63834,Sulzbach am Main,49.9151511611,9.1905544394,0,6929,19.931854
27313,Dörverden,52.842612917,9.26821299314,2,9130,83.437879
71638,Ludwigsburg,48.8877876655,9.20797821353,15,19498,4.995731
25850,"Behrendorf, Bondelum",54.5604311031,9.24861135666,0,780,24.495353
72766,Reutlingen,48.4796838164,9.22027038661,11,17479,18.964858
63863,Eschau,49.830573813,9.28865545985,0,3837,38.056647
25721,Eggstedt,54.0567621624,9.2627265216,0,780,12.579539
72655,Altdorf,48.5927105417,9.27611403195,0,1477,3.282013
25576,Brokdorf,53.8740136217,9.3210277411,0,1014,13.637779
34626,Neukirchen (Knüll),50.876850645,9.36103372909,5,7265,66.293046
71394,Kernen im Remstal,48.7915979789,9.32946138291,4,14753,15.033555
25557,"Hanerau-Hademarschen, Seefeld u.a.",54.1149579193,9.40726765181,0,5900,97.417633
71546,Aspach,48.9901141346,9.39042401577,2,8013,35.186661
25599,Wewelsfleth,53.8477190301,9.38824012937,0,1508,17.46641
25799,Wrohm,54.2161772223,9.40257106177,0,692,12.371547
97877,Wertheim,49.7431631426,9.52227761781,5,22576,138.515916
73265,Dettingen unter Teck,48.6116946271,9.44369582236,0,5705,15.138031
74613,Öhringen,49.210470331,9.50162487498,11,22513,67.767403
23999,Insel Poel,53.9934843928,11.4362474032,1,2566,34.816438
91241,Kirchensittenbach,49.5705696696,11.4243796539,0,2053,43.21013
80999,München,48.1909245518,11.4518766117,5,14831,8.413683
95503,Hummeltal,49.8846870984,11.4993273673,0,2386,18.41167
19065,Pinnow,53.6200921378,11.5511750932,0,3478,45.993124
81373,München,48.1228899438,11.5305612528,8,24275,2.391261
81369,München,48.1107528711,11.5310670275,5,23294,2.034644
7778,Neuengönna u.a.,50.9846446148,11.7157814008,0,2064,42.193128
92281,Königstein,49.6105704912,11.6411385256,1,1753,35.17928
80805,München,48.1740152523,11.6068080416,9,17606,5.607253
7389,Ranis,50.6374776782,11.5697468103,0,3590,65.623513
95497,Goldkronach,50.0061853814,11.7029959535,0,3610,36.487552
7907,Schleiz,50.5915353357,11.8093884014,0,12574,189.641279
83684,Tegernsee,47.7146339613,11.7640529645,6,3658,22.656563
39114,Magdeburg,52.1047038739,11.6988269145,6,20577,60.533596
91809,Wellheim,48.8189599469,11.0996587494,2,2664,33.725065
82278,Althegnenberg,48.2259196134,11.070433653,0,1796,16.070731
86697,Oberhausen,48.7081666692,11.1098054281,0,2607,31.970712
82399,Raisting,47.9044629379,11.1059475156,0,2185,21.897874
91090,Effeltrich,49.6629679596,11.1079113073,1,2639,11.925582
96523,Steinach,50.4335641842,11.1610181021,2,4192,25.868893
82294,Oberschweinbach,48.2405231738,11.1466548492,0,1586,7.268264
96275,Marktzeuln,50.1651383604,11.1776916856,0,1612,6.789363
85250,Altomünster,48.3896817928,11.2378633044,1,7345,75.692374
90584,Allersberg,49.2430751906,11.2374410712,4,8032,59.764455
82432,Walchensee,47.5931516225,11.3214907458,0,505,36.34663
82393,Iffeldorf,47.786885878,11.3230300875,0,2489,27.509671
19077,Rastow,53.4726994625,11.4170741051,0,3923,105.807254
6333,"Hettstedt, Endorf",51.6457949104,11.4972459688,0,15752,47.240267
96364,Marktrodach,50.2455373198,11.4126038255,1,3850,33.312976
89440,Lutzingen,48.6698617371,10.5391505981,0,970,24.937529
86441,Zusmarshausen,48.4060997439,10.5963372628,2,6078,68.612282
29396,Schönewörde,52.6196289711,10.7098674424,0,912,17.750515
91747,Westheim,49.0023898561,10.6783052709,0,1178,28.311099
29599,Weste,53.0529676352,10.6981447827,0,1015,25.428804
86845,Großaitingen,48.2313345955,10.7468331964,2,4908,39.151597
86459,Gessertshausen,48.3034678571,10.7146344692,0,4105,41.315745
23552,Lübeck,53.8669616001,10.6880618486,5,13074,1.64127
86853,Langerringen,48.1259550545,10.7486057923,3,3742,42.022311
99955,Bad Tennstedt,51.1653643042,10.8291938549,2,8812,134.263605
38440,Wolfsburg,52.4257933182,10.7675931515,26,25285,15.618481
29473,Göhrde,53.1191767741,10.8820357702,0,646,93.651077
91734,Mitteleschenbach,49.2120973192,10.8025623064,1,1580,10.547346
86899,Landsberg a. Lech,48.0348345064,10.861057729,14,27351,57.874915
96158,Frensdorf,49.8106543872,10.8703215041,1,4878,43.945791
91793,Alesheim,49.0391218714,10.8687479544,0,985,20.486874
86971,Peiting,47.8010674208,10.9352322925,1,11404,74.96098
86946,Vilgertshofen,47.9585186832,10.9168243645,0,2498,27.097066
86641,Rain,48.6675005474,10.9549294746,0,8366,80.359649
38350,Helmstedt,52.23591722,10.9959008227,8,23258,67.018187
39393,"Hötensleben, Völpke, Ottleben u.a.",52.0836821892,11.0779446039,1,9293,162.305082
96110,Scheßlitz,49.980777266,11.0501720062,4,7138,94.843314
96487,Dörfles-Esbach,50.2870085789,10.9991551905,0,3685,3.782384
99102,"Rockhausen, Klettbach",50.9111676327,11.1443737869,0,1309,15.355994
59872,Meschede,51.3381437954,8.2476652835,8,30782,218.279017
67483,Edesheim,49.289358008,8.01298498182,3,3153,17.90619
76863,Herxheim,49.1449431281,8.21675490008,3,10848,32.66189
65197,Wiesbaden,50.0822065553,8.20775522949,3,29776,4.201899
35745,Herborn,50.6786365984,8.28596764677,5,20648,63.95351
67596,Dittelsheim-Heßloch,49.7477807899,8.24426807532,0,2433,16.691833
65193,Wiesbaden,50.1104856163,8.23603574424,4,15547,15.990337
67246,Dirmstein,49.5726645718,8.25133499813,0,2966,14.666278
67377,Gommersheim,49.2977157799,8.03334548427,0,1467,11.329589
55294,Bodenheim,49.9290047153,8.30802571815,3,7057,13.421903
78730,Lauterbach,48.2359331335,8.32285921465,3,2967,19.942243
67368,Westheim (Pfalz),49.239331853,8.32324938123,1,1749,7.121428
67360,Lingenfeld,49.2446853358,8.35792371352,3,5551,15.190437
33330,Gütersloh,51.8974058696,8.37691158286,12,25855,8.955972
33824,Werther (Westf.),52.0836832867,8.41764831929,1,11387,35.369611
68647,Biblis,49.6881083609,8.42567555123,2,8862,39.942895
35236,Breidenbach,50.8778043575,8.43462216375,0,6983,46.026952
35606,Solms,50.5503066115,8.4153258233,1,13464,34.099569
25582,Hohenaspe,54.0061667193,9.52206515049,0,3100,49.157797
34127,Kassel,51.3357111169,9.48956175619,2,22408,7.640019
88273,Fronreute,47.8677555911,9.55468195062,1,4407,46.070111
34233,"Kassel, Fuldatal",51.3794420947,9.53443934896,1,11870,32.205239
24986,Mittelangeln,54.6782952542,9.59334569145,2,4918,44.890502
25491,Hetlingen,53.6101558993,9.61963128762,0,1316,18.593205
24787,Fockbek,54.3088311086,9.5857813921,3,6351,27.465176
74679,Weißbach,49.3127372029,9.60081145576,0,2084,12.755933
73547,Lorch,48.7972935505,9.67786000712,4,10627,34.429896
73092,Heiningen,48.6605671825,9.65623435478,0,5092,12.360812
19339,Plattenburg,52.9832988515,12.0462212952,0,3643,201.98863
85408,Gammelsdorf,48.5554748633,11.9367542053,0,1382,21.635577
83104,Tuntenhausen,47.9469676043,12.0147821008,1,6891,79.346697
84174,Eching,48.4864347798,12.0492929753,1,3737,30.173605
84034,Landshut,48.5281814576,12.090342363,3,21661,21.195358
83088,Kiefersfelden,47.6259801746,12.1270245701,2,6446,37.724772
83126,Flintsbach a. Inn,47.7044178838,12.1047140721,1,2860,31.309972
92637,"Weiden in der OPf., Theisseil",49.6747055043,12.1710697569,12,42982,92.121631
93107,Thalmassing,48.9074204297,12.1411199342,1,3257,37.167805
93057,Regensburg,49.051641659,12.1185446828,1,16883,10.720572
6862,Dessau-Roßlau,51.9186695238,12.2606816059,0,13561,76.358758
7980,Berga/Elster,50.7047072349,12.1107169169,0,3658,46.291791
92718,Schirmitz,49.6498244582,12.1765598,0,2033,4.942877
6794,Sandersdorf-Brehna,51.5976377478,12.1932556397,0,595,15.181679
83083,Riedering,47.8395248779,12.2375450619,2,5446,38.105785
8233,Treuen,50.5397629239,12.3052014152,0,8436,43.873978
4463,Großpösna,51.2492557508,12.4741795872,0,5338,41.466681
83246,Unterwössen,47.7200519571,12.4713392678,4,3450,40.233505
83361,Kienberg,48.0402381984,12.4675062156,1,1375,22.830233
16868,Wusterhausen,52.9095402472,12.4716727164,8,3329,36.173304
83242,Reit im Winkl,47.6676438805,12.5210123436,5,2372,71.925529
92539,Schönsee,49.5129591532,12.5435869377,0,2591,50.352278
83301,Traunreut,47.9556305059,12.5824085881,2,15125,22.942382
94437,Mamming,48.6423880898,12.6024889929,1,2886,41.527176
84568,Pleiskirchen,48.3169129664,12.6288198467,1,2388,52.579277
6889,Wittenberg,51.9515948018,12.6638960651,0,6259,108.157075
8321,Zschorlau,50.5505339804,12.6450669843,0,5598,22.262879
14822,"Brück, Borkheide u.a.",52.2007261092,12.7658038972,3,9764,232.749807
83329,Waging a. See,47.937250329,12.7304498437,3,6463,58.580619
94342,Straßkirchen,48.836921007,12.7198101669,1,4403,54.295757
18374,Zingst a. Darß,54.4305103102,12.7822488491,4,3120,50.092596
84375,Kirchdorf a. Inn,48.2391717628,12.95769511,2,5241,31.794661
84347,Pfarrkirchen,48.4414385251,12.9576190625,6,11696,52.390594
9125,Chemnitz,50.7874696061,12.9392162663,0,9118,16.455418
9130,Chemnitz,50.8374859664,12.949840636,0,21085,3.616943
83487,Marktschellenberg,47.6830853984,13.0441954864,0,1721,17.62737
9573,"Leubsdorf, Gornau, Augustusburg",50.8046842337,13.1176043058,0,9330,66.423953
94572,Schöfweg,48.8354676116,13.2232010575,0,1287,19.110208
94532,Außernzell,48.7332165713,13.2214866782,0,1395,24.159847
17258,Feldberger Seenlandschaft,53.3323754135,13.4060476082,2,4587,201.343952
94536,Eppenschlag,48.8932316823,13.3035628121,0,1014,17.074924
10627,Berlin Charlottenburg,52.5079872168,13.302994626,4,11179,0.721358
13439,Berlin Märkisches Viertel,52.598534558,13.3587178838,2,19016,2.185255
13158,Berlin Rosenthal,52.593176538,13.3834467728,0,17234,6.922705
94034,Passau,48.5927756443,13.4396107882,1,14349,30.458693
18581,Putbus,54.3230530406,13.5341535961,1,4386,65.892855
13189,Berlin Pankow,52.5641769118,13.4218545961,4,26019,2.496854
12347,Berlin Britz,52.4508786548,13.4281564278,3,17699,3.996511
94065,Waldkirchen,48.735032619,13.603877888,2,10290,80.084251
94130,Obernzell,48.5732632242,13.6141909649,0,3729,18.217665
12559,Berlin Köpenick,52.4156274361,13.6619191222,0,17643,37.685222
17337,"Uckerland, Groß Luckow, Schönhausen",53.4543273912,13.7869695288,1,3443,195.96791
15712,Königs Wusterhausen,52.293846086,13.6997026289,0,6987,28.617831
15537,Erkner,52.4140931295,13.8659990769,7,22085,159.068313
1983,Großräschen,51.5937864151,13.9872039562,0,9382,81.115772
16303,Schwedt,53.0932468448,14.2590311293,25,31833,205.992664
16306,"Biesendahlshof, Berkholz-Meyenburg",53.1947412812,14.1656549471,0,6316,231.489015
15299,Müllrose,52.2041687427,14.4115024366,0,5896,128.123363
2899,"Ostritz, Schönau-Berzdorf",51.0387487195,14.906575637,0,4107,51.169221
24893,Taarstedt,54.571412684,9.69083242949,1,906,14.192912
25355,Barmstedt,53.8019749431,9.77787632627,2,12731,76.63091
30171,Hannover,52.3658090054,9.75513105754,6,16131,1.12255
30659,Hannover,52.4171591155,9.83563810211,5,16020,11.385933
89160,Dornstadt,48.4846689321,9.89117734936,11,8421,59.203432
29303,"Bergen, Lohheide u.a.",52.7946065729,9.96063522108,2,13829,264.280336
24363,Holtsee,54.4011338015,9.86592194858,0,1298,21.691119
73111,Lauterstein,48.72012757,9.89112899909,1,2620,22.438416
36217,Ronshausen,50.9383118569,9.87782155408,1,2442,40.535611
25474,Ellerbek,53.6769166105,9.90627432482,0,11837,32.151594
29646,Bispingen,53.1169799106,9.99403287662,10,6321,128.730145
88171,Weiler-Simmerberg,47.576735993,9.91671717167,1,6034,31.3128
89081,Ulm,48.4385219587,9.97472206567,14,16188,55.890298
36214,Nentershausen,51.0085170605,9.94356922961,0,2848,56.554323
73560,Böbingen an der Rems,48.8174792916,9.92036371542,1,4575,12.221671
36115,"Hilders, Ehrenberg",50.5417950909,9.98682340606,1,7239,111.203147
73579,Schechingen,48.8739840256,9.9272680834,0,2363,11.83412
36266,Heringen,50.8900824976,9.97539674191,1,7575,60.106777
74592,Kirchberg an der Jagst,49.2030199916,9.97713865964,3,4104,40.927253
88477,Schwendi,48.1906210384,9.97841853082,1,6233,49.251852
22765,Hamburg,53.5555465619,9.93495942616,21,24286,2.195108
21109,Hamburg,53.4912330497,10.0284686875,5,26277,19.357172
88317,Aichstetten,47.8942030219,10.0605407728,4,2701,33.772127
31174,Schellerten,52.1701243147,10.0954635066,3,8259,80.120598
88450,Berkheim,48.046804731,10.069528638,3,2646,25.001584
24643,Struvenhütten,53.8665454058,10.0620834159,0,1061,12.929925
97650,Fladungen,50.5288079773,10.1415363932,0,2214,50.430858
73431,Aalen,48.8249355702,10.0907661981,6,14512,15.224625
29336,Nienhagen,52.5426456049,10.099997052,0,6400,17.601458
21435,Stelle,53.3807783943,10.1096944343,1,10868,38.679195
22179,Hamburg,53.6061908294,10.0837222474,1,18537,3.759424
22397,Hamburg,53.7039076767,10.1251144905,6,16798,31.971441
97258,Ippesheim,49.5849013626,10.1587777549,1,3385,82.652774
97490,Poppenhausen,50.1029010394,10.1453290098,2,4194,39.029541
89542,Herbrechtingen,48.5662855261,10.1545828918,4,12804,57.268694
97714,Oerlenbach,50.1492909245,10.1351863143,0,4992,33.439359
97702,Münnerstadt,50.2524333894,10.244756922,3,7953,93.056057
91631,Wettringen,49.2600786745,10.1663033556,1,956,21.299279
74594,Kreßberg,49.1358840329,10.1911993887,2,3757,48.394499
87474,Buchenberg,47.7074512749,10.1951727493,3,3919,58.151806
87509,Immenstadt im Allgäu,47.5742299337,10.1952485944,3,13922,81.278415
31228,Peine,52.3513744599,10.2125648592,1,16574,34.790251
91610,Insingen,49.3127396909,10.1625879439,3,1124,21.243976
91620,Ohrenbach,49.4697617912,10.2137066728,3,628,22.711617
97618,Hohenroth,50.3179202003,10.1310071076,3,13591,136.703591
97355,Kleinlangheim,49.7577023505,10.3383705168,7,5081,72.299258
87749,Hawangen,47.9729785187,10.2679865612,0,1281,14.531844
22962,Siek,53.6325875782,10.2834260214,0,2234,12.445604
21409,Embsen,53.1773761776,10.3301222111,1,2676,22.910777
38259,Salzgitter,52.0607515963,10.3896574757,13,26137,64.50858
86491,Ebershausen,48.2076685802,10.3158799099,0,598,11.169824
87496,Untrasried,47.8454873214,10.3672829056,0,1535,25.785576
87466,Oy-Mittelberg,47.6485627313,10.4391369657,2,4404,60.094065
21406,"Melbeck, Barnstedt",53.1564390037,10.3861978857,1,4152,35.725051
23821,Rohlstorf,53.9621948386,10.398341773,0,1203,19.626818
23815,Geschendorf,53.9223352963,10.4632003588,0,1297,18.521986
86470,Thannhausen,48.2774390574,10.4787883358,1,5941,20.070924
99755,Ellrich,51.5693416583,10.6412856165,3,8099,130.228875
29576,Barum,53.0445800574,10.5268984149,0,816,22.367043
91726,Gerolfingen,49.0489792003,10.5111108673,1,997,12.636855
91099,Poxdorf,49.6674156297,11.0657933163,0,1513,5.1487
82293,Mittelstetten,48.2547709742,11.0993177508,0,1651,18.621319
6526,Sangerhausen,51.5180126937,11.2505420059,0,28932,208.463294
91077,Neunkirchen a. Brand,49.6219724151,11.1402222045,6,12589,50.238097
90530,Wendelstein,49.3458640813,11.1652278082,8,15676,63.575521
86633,Neuburg an der Donau,48.7363658232,11.1948978348,6,27766,81.265441
91338,Igensdorf,49.61607284,11.2252960204,1,4858,28.90582
91347,Aufseß,49.8942966372,11.2411922196,0,1338,29.417415
82395,Obersöchering,47.7460957811,11.2315966916,2,1486,24.309668
